root,name,has_yaml,description,source_path
claude,meeting-scheduler,yes,Intelligent scheduling with partner/associate availability and timezone management,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\meeting-scheduler\SKILL.md
claude,megahit-assembler,yes,MEGAHIT metagenomic assembly skill for reconstructing genomes from short reads,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\bioinformatics\skills\megahit-assembler\SKILL.md
claude,mem0-integration,yes,"Mem0 memory layer integration for AI agents. Implement persistent, semantic memory for long-term context retention and personalization.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ai-agents-conversational\skills\mem0-integration\SKILL.md
claude,membrane-system-design,yes,"Expert skill for membrane filtration and separation system design including process selection, flux calculations, fouling analysis, and concentrate management.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\environmental-engineering\skills\membrane-system-design\SKILL.md
claude,membrane-system-designer,yes,"Membrane separation system design skill for RO, UF, NF, and gas separation applications",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\chemical-engineering\skills\membrane-system-designer\SKILL.md
claude,memlab-analysis,yes,"Expert skill for JavaScript memory leak detection using Facebook MemLab. Configure MemLab scenarios, execute memory leak detection runs, analyze heap snapshots, identify detached DOM elements, find event listener leaks, and integrate with CI pipelines.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\performance-optimization\skills\memlab-analysis\SKILL.md
claude,Memory Allocator,yes,Expert skill for custom memory allocator design optimized for language runtime needs,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\programming-languages\skills\memory-allocator\SKILL.md
claude,memory-analysis,yes,"Embedded memory analysis, optimization, and leak detection",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\embedded-systems\skills\memory-analysis\SKILL.md
claude,memory-interfaces,yes,Expert skill for on-chip and external memory interface design in FPGAs,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\fpga-programming\skills\memory-interfaces\SKILL.md
claude,memory-leak-debugging,yes,"Diagnoses and resolves memory leaks in JavaScript/Node.js applications. Use when a user reports high memory usage, OOM errors, or wants to analyze heapsnapshots or run memory leak detection tools like memlab.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\chrome-devtools-mcp\0.22.0\skills\memory-leak-debugging\SKILL.md
claude,memory-leak-detector,yes,Detect memory leaks in desktop applications through heap analysis and object tracking,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\desktop-development\skills\memory-leak-detector\SKILL.md
claude,memory-model-analyzer,yes,Analyze programs under various memory models for concurrent correctness,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\computer-science\skills\memory-model-analyzer\SKILL.md
claude,memory-summarization,yes,Conversation summarization for memory compression and context management,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ai-agents-conversational\skills\memory-summarization\SKILL.md
claude,menu-systems,yes,Menu skill for navigation and settings.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\menu-systems\SKILL.md
claude,merge-queue,yes,"Process the Refinery merge queue - collect agent work, detect and resolve conflicts, merge in dependency order, and verify integration.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\gastown\skills\merge-queue\SKILL.md
claude,merger-model-builder,yes,M&A merger model construction skill with accretion/dilution analysis and synergy modeling,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\finance-accounting\skills\merger-model-builder\SKILL.md
claude,mermaid-renderer,yes,Render Mermaid diagrams to images with theme customization and Markdown integration,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\software-architecture\skills\mermaid-renderer\SKILL.md
claude,meta-analysis-engine,yes,Skill for conducting meta-analyses of research findings,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\scientific-discovery\skills\meta-analysis-engine\SKILL.md
claude,metadata-standards-implementation,yes,"Apply Dublin Core, METS, MODS, and other metadata schemas for digital collections and archival materials",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\humanities\skills\metadata-standards-implementation\SKILL.md
claude,metallurgical-analysis,yes,"Specialized skill for metallic materials analysis and metallography including grain size measurement, phase quantification, and inclusion rating",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\materials-science\skills\metallurgical-analysis\SKILL.md
claude,metaphlan-profiler,yes,MetaPhlAn metagenomic profiling skill for species-level community composition,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\bioinformatics\skills\metaphlan-profiler\SKILL.md
claude,metrics-dashboard-designer,yes,Design KPI dashboards and tracking mechanisms for performance measurement and reporting,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\business-analysis\skills\metrics-dashboard-designer\SKILL.md
claude,metrics-schema-generator,yes,"Generate metrics schemas for Prometheus, OpenTelemetry, and Grafana dashboards",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\software-architecture\skills\metrics-schema-generator\SKILL.md
claude,micro-optimizer,yes,Apply language-specific micro-optimizations,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\algorithms-optimization\skills\micro-optimizer\SKILL.md
claude,microsoft-code-reference,yes,"Find working code samples, verify API signatures, and fix Microsoft SDK errors using official docs. Use whenever the user is writing, debugging, or reviewing code that touches any Microsoft SDK, .NET library, Azure client library, or Microsoft API—even if they don't ask for a ""reference."" Catches hallucinated methods, wrong signatures, and deprecated patterns. If the task involves producing or fixing Microsoft-related code, this is the right skill.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\microsoft-docs\0.3.1\skills\microsoft-code-reference\SKILL.md
claude,microsoft-docs,yes,"Understand Microsoft technologies by querying official documentation. Use whenever the user asks how something works, wants tutorials, needs configuration options, limits, quotas, or best practices for any Microsoft technology (Azure, .NET, M365, Windows, Power Platform, etc.)—even if they don't mention ""docs."" If the question is about understanding a concept rather than writing code, this is the right skill.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\microsoft-docs\0.3.1\skills\microsoft-docs\SKILL.md
claude,microsoft-skill-creator,yes,"Create agent skills for Microsoft technologies using official documentation. Use whenever the user wants to build, generate, or scaffold a skill for any Microsoft technology (Azure, .NET, M365, VS Code, Bicep, etc.)—even phrased casually like ""make a skill for Cosmos DB."" Investigates the topic via official docs, then generates a hybrid skill with essential knowledge stored locally and dynamic lookups for depth.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\microsoft-docs\0.3.1\skills\microsoft-skill-creator\SKILL.md
claude,middleware-chain-designer,yes,Design middleware and interceptor chains for SDK extensibility,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\middleware-chain-designer\SKILL.md
claude,migration-validator,yes,Validate functional equivalence after migration with side-by-side comparison and behavioral verification,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\migration-validator\SKILL.md
claude,milvus-integration,yes,Milvus distributed vector database configuration for large-scale RAG applications,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ai-agents-conversational\skills\milvus-integration\SKILL.md
claude,mindtickle-readiness,yes,Mindtickle sales readiness platform for skills assessment,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\sales\skills\mindtickle-readiness\SKILL.md
claude,misra-c-analysis,yes,MISRA C compliance checking and static analysis integration,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\embedded-systems\skills\misra-c-analysis\SKILL.md
claude,misra-compliance,yes,MISRA C/C++ static analysis and compliance checking,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\misra-compliance\SKILL.md
claude,mission-trajectory,yes,Expert skill for space mission design and trajectory analysis,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\aerospace-engineering\skills\mission-trajectory\SKILL.md
claude,mitiq-error-mitigator,yes,Error mitigation skill using Mitiq for NISQ device noise reduction,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\quantum-computing\skills\mitiq-error-mitigator\SKILL.md
claude,MITRE ATT&CK Skill,yes,MITRE ATT&CK framework mapping and analysis,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-research\skills\mitre-attack\SKILL.md
claude,mixed-integer-optimization,yes,Mixed-integer linear and nonlinear programming,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mathematics\skills\mixed-integer-optimization\SKILL.md
claude,mixed-methods-integration,yes,"Design and execute convergent, explanatory sequential, and exploratory sequential mixed methods research designs",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\social-sciences\skills\mixed-methods-integration\SKILL.md
claude,mkdocs-material,yes,"MkDocs with Material theme expertise for Python-centric documentation. Configure navigation, plugins, multi-language support, PDF export, and advanced Material theme features.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\technical-documentation\skills\mkdocs-material\SKILL.md
claude,ml-materials-predictor,yes,Machine learning skill for nanomaterial property prediction and discovery acceleration,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\ml-materials-predictor\SKILL.md
claude,mlflow-experiment-tracker,yes,"MLflow integration skill for experiment tracking, model registry, and artifact management. Enables LLMs to log experiments, compare runs, manage model lifecycle, and retrieve artifacts through the MLflow API.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\data-science-ml\skills\mlflow-experiment-tracker\SKILL.md
claude,Mobile Analytics,yes,Mobile app analytics and crash reporting integration,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\mobile-development\skills\mobile-analytics\SKILL.md
claude,Mobile Offline Storage,yes,Cross-platform offline-first data management,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\mobile-development\skills\offline-storage\SKILL.md
claude,Mobile Performance Profiling,yes,Mobile app performance analysis and optimization,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\mobile-development\skills\mobile-perf\SKILL.md
claude,Mobile Security Testing Skill,yes,Android and iOS application security testing,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-research\skills\mobile-security\SKILL.md
claude,Mobile Testing Frameworks,yes,Comprehensive mobile testing framework expertise,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\mobile-development\skills\mobile-testing\SKILL.md
claude,mobile-ads,yes,Ad mediation skill for rewarded video.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\mobile-ads\SKILL.md
claude,mobile-optimization,yes,Mobile GPU optimization skill for thermal management.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\mobile-optimization\SKILL.md
claude,mobile-security,yes,"Mobile application security skill for implementing OWASP MASVS compliance, secure storage, certificate pinning, biometric authentication, and security hardening across iOS and Android platforms.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\mobile-development\skills\mobile-security\SKILL.md
claude,mock-spec-extractor,yes,"Extracts design specifications from mock images including colors, typography, spacing, and component details",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ux-ui-design\skills\mock-spec-extractor\SKILL.md
claude,model,yes,Inspect or change Babysitter model-routing policy by phase.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-codex\skills\model\SKILL.md
claude,model-card-generator,yes,Model documentation skill for generating model cards following Google's model card framework.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\data-science-ml\skills\model-card-generator\SKILL.md
claude,model-checker-interface,yes,Interface with multiple model checking tools for formal verification,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\computer-science\skills\model-checker-interface\SKILL.md
claude,model-profile-resolution,yes,Resolve model profile (quality/balanced/budget) at orchestration start and map agents to specific models. Enables cost/quality tradeoffs by selecting appropriate AI models for each agent role.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\gsd\skills\model-profile-resolution\SKILL.md
claude,module-systems,yes,"Expert skill for designing module systems including resolution algorithms, import/export mechanisms, visibility control, namespace management, and cyclic dependency handling.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\programming-languages\skills\module-systems\SKILL.md
claude,mongodb,yes,"MongoDB schema design, aggregation pipelines, indexing strategies, and performance.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\mongodb\SKILL.md
claude,monte-carlo-engine,yes,"Monte Carlo simulation engine skill for probabilistic modeling, risk quantification, and uncertainty propagation",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\decision-intelligence\skills\monte-carlo-engine\SKILL.md
claude,monte-carlo-financial-simulator,yes,Stochastic simulation skill for financial modeling with probability distributions and risk quantification,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\finance-accounting\skills\monte-carlo-financial-simulator\SKILL.md
claude,monte-carlo-physics-simulator,yes,"Monte Carlo simulation skill for statistical physics, particle transport, and stochastic processes",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\physics\skills\monte-carlo-physics-simulator\SKILL.md
claude,monte-carlo-simulation,yes,Monte Carlo methods for uncertainty quantification,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mathematics\skills\monte-carlo-simulation\SKILL.md
claude,morphosyntactic-analysis,yes,Parse word structure and sentence patterns to document grammatical systems for language description and typology,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\humanities\skills\morphosyntactic-analysis\SKILL.md
claude,Motion Planning Skill,yes,Sampling-based and optimization-based motion planning algorithms,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\robotics-simulation\skills\motion-planning\SKILL.md
claude,motion-capture-analyzer,yes,Motion capture data processing and analysis skill for gait analysis and biomechanical studies,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\biomedical-engineering\skills\motion-capture-analyzer\SKILL.md
claude,motion-matching,yes,Motion matching skill for animation databases.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\motion-matching\SKILL.md
claude,motor-control,yes,Motor control algorithms and driver implementation,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\embedded-systems\skills\motor-control\SKILL.md
claude,MoveIt Motion Planning Skill,yes,Deep expertise in MoveIt/MoveIt2 configuration and manipulation planning,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\robotics-simulation\skills\moveit-planning\SKILL.md
claude,MPC Controller Skill,yes,Expert skill for Model Predictive Control implementation and tuning,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\robotics-simulation\skills\mpc-controller\SKILL.md
claude,mpc-configurator,yes,"Model Predictive Control configuration skill for MPC model identification, tuning, and implementation",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\chemical-engineering\skills\mpc-configurator\SKILL.md
claude,msix-package-generator,yes,"Generate MSIX packaging configuration with manifest, assets, and signing for Windows applications",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\desktop-development\skills\msix-package-generator\SKILL.md
claude,msw,yes,"Mock Service Worker API mocking, request handlers, and integration testing.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\msw\SKILL.md
claude,multi-cloud-security-posture,yes,"Unified cloud security posture management across AWS, Azure, and GCP with normalized metrics and CIS benchmark comparison",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-compliance\skills\multi-cloud-security-posture\SKILL.md
claude,multi-jurisdiction-tax-calculator,yes,Multi-state and international tax calculation skill with nexus analysis,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\finance-accounting\skills\multi-jurisdiction-tax-calculator\SKILL.md
claude,Multi-Robot Coordination Skill,yes,Coordination and task allocation for multi-robot systems and fleets,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\robotics-simulation\skills\multi-robot-coordination\SKILL.md
claude,multi-service-orchestration,yes,"PM2 process management, backend/frontend cascade execution, parallel worktree builds, and cross-service integration testing.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\everything-claude-code\skills\multi-service-orchestration\SKILL.md
claude,multimedia-learning-design,yes,"Apply Mayer's multimedia learning principles to design effective audio, video, graphics, and animations that reduce cognitive load",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\education\skills\multimedia-learning-design\SKILL.md
claude,multiple-calculator,yes,"Calculates valuation multiples (EV/Revenue, EV/EBITDA, P/E) with sector adjustments",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\multiple-calculator\SKILL.md
claude,multiple-testing-correction,yes,Multiple comparison correction methods,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mathematics\skills\multiple-testing-correction\SKILL.md
claude,music-prompt-engineering,yes,"Optimize and format prompts specifically for AI music generation platforms like Suno and Udio, including platform-specific syntax and tag optimization",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\arts-culture\music-album-creation\skills\music-prompt-engineering\SKILL.md
claude,mutually-exclusive-group-handler,yes,Generate logic for handling mutually exclusive argument groups with clear error messages and validation in CLI applications.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\mutually-exclusive-group-handler\SKILL.md
claude,mythril-symbolic,yes,"Symbolic execution analysis using Mythril for deep vulnerability detection in smart contracts. Supports configurable transaction depth, timeout settings, and proof-of-concept exploit generation.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cryptography-blockchain\skills\mythril-symbolic\SKILL.md
claude,nanocatalyst-performance-analyzer,yes,"Nanocatalysis skill for evaluating catalytic activity, selectivity, and stability of nanomaterial catalysts",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\nanocatalyst-performance-analyzer\SKILL.md
claude,nanohub-simulator-interface,yes,NanoHUB tool interface skill for accessing educational and research nanoscience simulations,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\nanohub-simulator-interface\SKILL.md
claude,nanoimprint-process-controller,yes,Nanoimprint Lithography skill for high-throughput nanopatterning with template management and demolding optimization,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\nanoimprint-process-controller\SKILL.md
claude,nanomaterial-lims-manager,yes,Laboratory Information Management System skill for nanomaterial sample tracking and data management,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\nanomaterial-lims-manager\SKILL.md
claude,nanomaterial-sds-generator,yes,Safety documentation skill for generating Safety Data Sheets for nanomaterials,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\nanomaterial-sds-generator\SKILL.md
claude,nanoparticle-synthesis-optimizer,yes,"Synthesis parameter optimization skill for metal, semiconductor, and oxide nanoparticle production with automated protocol generation and reproducibility validation",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\nanoparticle-synthesis-optimizer\SKILL.md
claude,nanosensor-calibration-manager,yes,"Nanosensor characterization skill for calibration, sensitivity analysis, and selectivity validation",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\nanosensor-calibration-manager\SKILL.md
claude,native-notification-builder,yes,"Build native OS notifications with actions, images, and progress indicators across platforms",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\desktop-development\skills\native-notification-builder\SKILL.md
claude,Nav2 Navigation Skill,yes,Specialized skill for ROS2 Nav2 navigation stack configuration and behavior trees,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\robotics-simulation\skills\nav2-navigation\SKILL.md
claude,navmesh,yes,"Navigation mesh generation and pathfinding skill for game AI. Enables creation and configuration of navigation meshes, pathfinding queries, dynamic obstacles, and navigation agent setup across Unity, Unreal, and Godot engines.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\navmesh\SKILL.md
claude,nbodykit-cosmology-analyzer,yes,nbodykit large-scale structure analysis skill for N-body simulations and galaxy surveys,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\physics\skills\nbodykit-cosmology-analyzer\SKILL.md
claude,nccl-communication,yes,"NVIDIA Collective Communications Library integration for multi-GPU operations. Initialize NCCL communicators, execute collective operations, configure communication topologies, profile collective performance, and support RCCL for AMD compatibility.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\gpu-programming\skills\nccl-communication\SKILL.md
claude,nemo-guardrails,yes,NVIDIA NeMo Guardrails configuration for conversational safety and control,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ai-agents-conversational\skills\nemo-guardrails\SKILL.md
claude,nestjs,yes,"NestJS architecture including modules, dependency injection, guards, interceptors, and microservices patterns.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\nestjs\SKILL.md
claude,netlify,yes,"Netlify deployment, functions, forms, and edge handlers.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\netlify\SKILL.md
claude,Network Protocol Analysis Skill,yes,"Network protocol capture, analysis, and fuzzing capabilities",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-research\skills\protocol-analysis\SKILL.md
claude,network-analysis,yes,"Map and analyze social network structures using centrality measures, community detection, and visualization tools like Gephi or UCINET",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\social-sciences\skills\network-analysis\SKILL.md
claude,network-matcher,yes,Matches portfolio company needs with investor network resources,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\network-matcher\SKILL.md
claude,network-optimization-modeler,yes,Supply chain network design and optimization skill using mathematical modeling,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\supply-chain\skills\network-optimization-modeler\SKILL.md
claude,network-optimization-modeler,yes,"Strategic distribution network modeling skill to optimize facility locations, capacity allocation, and inventory positioning",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\logistics\skills\network-optimization-modeler\SKILL.md
claude,network-optimizer,yes,"Network optimization skill for transportation, assignment, and flow problems on graph structures.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\network-optimizer\SKILL.md
claude,network-performance,yes,"Expert skill for network performance analysis and optimization. Analyze packet captures, identify network latency bottlenecks, configure TCP tuning parameters, analyze connection pooling behavior, debug TLS handshake performance, and optimize HTTP/2 and HTTP/3 settings.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\performance-optimization\skills\network-performance\SKILL.md
claude,network-simulation,yes,"Skill for network condition simulation, emulation, and chaos engineering",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\network-programming\skills\network-simulation\SKILL.md
claude,network-testing,yes,"Comprehensive network testing, benchmarking, and performance validation skill",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\network-programming\skills\network-testing\SKILL.md
claude,network-visualizer,yes,Skill for visualizing network and graph data,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\scientific-discovery\skills\network-visualizer\SKILL.md
claude,neutralino-js-config,yes,Configure Neutralino.js for lightweight desktop applications,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\desktop-development\skills\neutralino-js-config\SKILL.md
claude,new-app,yes,"Scaffold a new Atomic Agents project from scratch — create the directory, `pyproject.toml`, env file, first agent, and a runnable entry point. Use when the user asks to start a new atomic-agents project from scratch, says ""scaffold"" / ""new project"" / ""start from zero"", or runs `/atomic-agents:new-app`.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\atomic-agents\f849087b26bb\claude-plugin\atomic-agents\skills\new-app\SKILL.md
claude,next-best-practices,yes,"Next.js best practices - file conventions, RSC boundaries, data patterns, async APIs, metadata, error handling, route handlers, image/font optimization, bundling",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\nextjs\upstream\SKILL.md
claude,next-cache-components,yes,"Next.js 16 Cache Components guidance — PPR, use cache directive, cacheLife, cacheTag, updateTag, and migration from unstable_cache. Use when implementing partial prerendering, caching strategies, or migrating from older Next.js cache patterns.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-cache-components\SKILL.md
claude,next-cache-components,yes,"Next.js 16 Cache Components - PPR, use cache directive, cacheLife, cacheTag, updateTag",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-cache-components\upstream\SKILL.md
claude,next-forge,yes,"next-forge expert guidance — production-grade Turborepo monorepo SaaS starter by Vercel. Use when working in a next-forge project, scaffolding with `npx next-forge init`, or editing @repo/* workspace packages.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-forge\SKILL.md
claude,next-forge,yes,"Expert assistance for next-forge — a production-grade Turborepo template for Next.js SaaS apps. Triggers on questions about next-forge installation, setup, architecture, packages, customization, deployment, and development workflows.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-forge\upstream\SKILL.md
claude,next-upgrade,yes,"Upgrade Next.js to the latest version following official migration guides and codemods. Use when upgrading Next.js versions, running codemods, or migrating between major releases.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-upgrade\SKILL.md
claude,next-upgrade,yes,Upgrade Next.js to the latest version following official migration guides and codemods,C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-upgrade\upstream\SKILL.md
claude,nextauth,yes,"NextAuth.js (Auth.js) configuration including providers, adapters, session management, callbacks, and JWT handling.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\nextauth\SKILL.md
claude,nextflow-pipeline-executor,yes,Nextflow workflow management skill for reproducible bioinformatics pipelines,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\bioinformatics\skills\nextflow-pipeline-executor\SKILL.md
claude,nextjs,yes,"Next.js specific patterns including App Router, React Server Components, Server Actions, streaming, caching, and Vercel deployment.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\nextjs\SKILL.md
claude,nextjs,yes,"Next.js App Router expert guidance. Use when building, debugging, or architecting Next.js applications — routing, Server Components, Server Actions, Cache Components, layouts, middleware/proxy, data fetching, rendering strategies, and deployment on Vercel.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\nextjs\SKILL.md
claude,nextjs-app-router,yes,"Deep expertise in Next.js App Router patterns including route groups, parallel routes, intercepting routes, layouts, and loading states.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\nextjs-app-router\SKILL.md
