name,has_yaml,copies,description,kept_source_path,other_copy_paths
Network Protocol Analysis Skill,yes,1,"Network protocol capture, analysis, and fuzzing capabilities",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-research\skills\protocol-analysis\SKILL.md,
network-analysis,yes,1,"Map and analyze social network structures using centrality measures, community detection, and visualization tools like Gephi or UCINET",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\social-sciences\skills\network-analysis\SKILL.md,
network-matcher,yes,1,Matches portfolio company needs with investor network resources,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\network-matcher\SKILL.md,
network-optimization-modeler,yes,1,"Strategic distribution network modeling skill to optimize facility locations, capacity allocation, and inventory positioning",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\logistics\skills\network-optimization-modeler\SKILL.md,
network-optimization-modeler,yes,1,Supply chain network design and optimization skill using mathematical modeling,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\supply-chain\skills\network-optimization-modeler\SKILL.md,
network-optimizer,yes,1,"Network optimization skill for transportation, assignment, and flow problems on graph structures.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\network-optimizer\SKILL.md,
network-performance,yes,1,"Expert skill for network performance analysis and optimization. Analyze packet captures, identify network latency bottlenecks, configure TCP tuning parameters, analyze connection pooling behavior, debug TLS handshake performance, and optimize HTTP/2 and HTTP/3 settings.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\performance-optimization\skills\network-performance\SKILL.md,
network-simulation,yes,1,"Skill for network condition simulation, emulation, and chaos engineering",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\network-programming\skills\network-simulation\SKILL.md,
network-testing,yes,1,"Comprehensive network testing, benchmarking, and performance validation skill",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\network-programming\skills\network-testing\SKILL.md,
network-visualizer,yes,1,Skill for visualizing network and graph data,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\scientific-discovery\skills\network-visualizer\SKILL.md,
neutralino-js-config,yes,1,Configure Neutralino.js for lightweight desktop applications,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\desktop-development\skills\neutralino-js-config\SKILL.md,
new-app,yes,1,"Scaffold a new Atomic Agents project from scratch — create the directory, `pyproject.toml`, env file, first agent, and a runnable entry point. Use when the user asks to start a new atomic-agents project from scratch, says ""scaffold"" / ""new project"" / ""start from zero"", or runs `/atomic-agents:new-app`.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\atomic-agents\f849087b26bb\claude-plugin\atomic-agents\skills\new-app\SKILL.md,
next-best-practices,yes,1,"Next.js best practices - file conventions, RSC boundaries, data patterns, async APIs, metadata, error handling, route handlers, image/font optimization, bundling",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\nextjs\upstream\SKILL.md,
next-cache-components,yes,1,"Next.js 16 Cache Components guidance — PPR, use cache directive, cacheLife, cacheTag, updateTag, and migration from unstable_cache. Use when implementing partial prerendering, caching strategies, or migrating from older Next.js cache patterns.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-cache-components\SKILL.md,
next-cache-components,yes,1,"Next.js 16 Cache Components - PPR, use cache directive, cacheLife, cacheTag, updateTag",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-cache-components\upstream\SKILL.md,
next-forge,yes,1,"next-forge expert guidance — production-grade Turborepo monorepo SaaS starter by Vercel. Use when working in a next-forge project, scaffolding with `npx next-forge init`, or editing @repo/* workspace packages.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-forge\SKILL.md,
next-forge,yes,1,"Expert assistance for next-forge — a production-grade Turborepo template for Next.js SaaS apps. Triggers on questions about next-forge installation, setup, architecture, packages, customization, deployment, and development workflows.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-forge\upstream\SKILL.md,
next-forge,yes,1,"next-forge expert guidance — production-grade Turborepo monorepo SaaS starter by Vercel. Use when working in a next-forge project, scaffolding with `npx next-forge init`, or editing @repo/* workspace packages.",C:\Users\Treml\.codex\.tmp\plugins\plugins\vercel\skills\next-forge\SKILL.md,
next-upgrade,yes,1,"Upgrade Next.js to the latest version following official migration guides and codemods. Use when upgrading Next.js versions, running codemods, or migrating between major releases.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-upgrade\SKILL.md,
next-upgrade,yes,1,Upgrade Next.js to the latest version following official migration guides and codemods,C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\next-upgrade\upstream\SKILL.md,
nextauth,yes,1,"NextAuth.js (Auth.js) configuration including providers, adapters, session management, callbacks, and JWT handling.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\nextauth\SKILL.md,
nextflow-pipeline-executor,yes,1,Nextflow workflow management skill for reproducible bioinformatics pipelines,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\bioinformatics\skills\nextflow-pipeline-executor\SKILL.md,
nextjs,yes,1,"Next.js App Router expert guidance. Use when building, debugging, or architecting Next.js applications — routing, Server Components, Server Actions, Cache Components, layouts, middleware/proxy, data fetching, rendering strategies, and deployment on Vercel.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\nextjs\SKILL.md,
nextjs,yes,1,"Next.js specific patterns including App Router, React Server Components, Server Actions, streaming, caching, and Vercel deployment.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\nextjs\SKILL.md,
nextjs,yes,1,"Next.js App Router expert guidance. Use when building, debugging, or architecting Next.js applications — routing, Server Components, Server Actions, Cache Components, layouts, middleware/proxy, data fetching, rendering strategies, and deployment on Vercel.",C:\Users\Treml\.codex\.tmp\plugins\plugins\vercel\skills\nextjs\SKILL.md,
nextjs-app-router,yes,1,"Deep expertise in Next.js App Router patterns including route groups, parallel routes, intercepting routes, layouts, and loading states.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\nextjs-app-router\SKILL.md,
ngrx,yes,1,"NgRx state management for Angular including store, effects, entity adapter, component store, and selectors.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\ngrx\SKILL.md,
niosh-lifting-calculator,yes,1,NIOSH Lifting Equation calculator for manual material handling risk assessment.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\niosh-lifting-calculator\SKILL.md,
node-operations,yes,1,"Blockchain node deployment and operations. Supports Ethereum execution and consensus clients, validator operations, node monitoring, MEV-Boost configuration, and archive node management.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cryptography-blockchain\skills\node-operations\SKILL.md,
nodejs-profiling,yes,1,"Expert skill for Node.js-specific profiling and optimization. Use V8 CPU profiler, analyze heap snapshots, configure clinic.js tools (Doctor, Flame, Bubbleprof), debug event loop blocking, analyze async hooks performance, and optimize V8 JIT compilation.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\performance-optimization\skills\nodejs-profiling\SKILL.md,
noise-modeler,yes,1,Quantum noise modeling skill for simulation and hardware characterization,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\quantum-computing\skills\noise-modeler\SKILL.md,
nonlinear-optimization-solver,yes,1,Solve general nonlinear optimization problems,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mathematics\skills\nonlinear-optimization-solver\SKILL.md,
nordic-nrf,yes,1,Nordic Semiconductor nRF5x/nRF Connect SDK expertise,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\embedded-systems\skills\nordic-nrf\SKILL.md,
notion-knowledge-capture,yes,2,"Capture conversations and decisions into structured Notion pages; use when turning chats/notes into wiki entries, how-tos, decisions, or FAQs with proper linking.",C:\Users\Treml\.codex\.tmp\plugins\plugins\notion\skills\notion-knowledge-capture\SKILL.md,C:\Users\Treml\.codex\plugins\cache\openai-curated\notion\1b89ff49\skills\notion-knowledge-capture\SKILL.md
notion-knowledge-capture,yes,1,"Capture conversations and decisions into structured Notion pages; use when turning chats/notes into wiki entries, how-tos, decisions, or FAQs with proper linking.",C:\Users\Treml\.codex\vendor_imports\skills\skills\.curated\notion-knowledge-capture\SKILL.md,
notion-meeting-intelligence,yes,2,"Prepare meeting materials with Notion context and Codex research; use when gathering context, drafting agendas/pre-reads, and tailoring materials to attendees.",C:\Users\Treml\.codex\.tmp\plugins\plugins\notion\skills\notion-meeting-intelligence\SKILL.md,C:\Users\Treml\.codex\plugins\cache\openai-curated\notion\1b89ff49\skills\notion-meeting-intelligence\SKILL.md
notion-meeting-intelligence,yes,1,"Prepare meeting materials with Notion context and Codex research; use when gathering context, drafting agendas/pre-reads, and tailoring materials to attendees.",C:\Users\Treml\.codex\vendor_imports\skills\skills\.curated\notion-meeting-intelligence\SKILL.md,
notion-research-documentation,yes,2,"Research across Notion and synthesize into structured documentation; use when gathering info from multiple Notion sources to produce briefs, comparisons, or reports with citations.",C:\Users\Treml\.codex\.tmp\plugins\plugins\notion\skills\notion-research-documentation\SKILL.md,C:\Users\Treml\.codex\plugins\cache\openai-curated\notion\1b89ff49\skills\notion-research-documentation\SKILL.md
notion-research-documentation,yes,1,"Research across Notion and synthesize into structured documentation; use when gathering info from multiple Notion sources to produce briefs, comparisons, or reports with citations.",C:\Users\Treml\.codex\vendor_imports\skills\skills\.curated\notion-research-documentation\SKILL.md,
notion-spec-to-implementation,yes,2,"Turn Notion specs into implementation plans, tasks, and progress tracking; use when implementing PRDs/feature specs and creating Notion plans + tasks from them.",C:\Users\Treml\.codex\.tmp\plugins\plugins\notion\skills\notion-spec-to-implementation\SKILL.md,C:\Users\Treml\.codex\plugins\cache\openai-curated\notion\1b89ff49\skills\notion-spec-to-implementation\SKILL.md
notion-spec-to-implementation,yes,1,"Turn Notion specs into implementation plans, tasks, and progress tracking; use when implementing PRDs/feature specs and creating Notion plans + tasks from them.",C:\Users\Treml\.codex\vendor_imports\skills\skills\.curated\notion-spec-to-implementation\SKILL.md,
npm-publish-config,yes,1,"Configure npm publishing with proper bin entry, files, and registry settings.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\npm-publish-config\SKILL.md,
npv-irr-calculator,yes,1,Calculate project financial metrics for investment decision making,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\project-management\skills\npv-irr-calculator\SKILL.md,
nsight-profiler,yes,1,"Expert skill for NVIDIA Nsight Systems and Nsight Compute profiling tools. Configure profiling sessions, analyze kernel reports, interpret occupancy metrics, roofline model data, memory bandwidth bottlenecks, and warp execution efficiency.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\gpu-programming\skills\nsight-profiler\SKILL.md,
nsis-installer-generator,yes,1,Generate NSIS installer scripts for Windows with custom UI and features,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\desktop-development\skills\nsis-installer-generator\SKILL.md,
nta-particle-tracker,yes,1,Nanoparticle Tracking Analysis skill for single-particle size and concentration measurements,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\nta-particle-tracker\SKILL.md,
number-theory-toolkit,yes,1,Provide number theory algorithm implementations and guidance,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\algorithms-optimization\skills\number-theory-toolkit\SKILL.md,
numerical-linear-algebra-toolkit,yes,1,High-performance numerical linear algebra operations,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mathematics\skills\numerical-linear-algebra-toolkit\SKILL.md,
nuxt,yes,1,"Nuxt 3 patterns including Nitro server, auto-imports, modules, hybrid rendering, and full-stack development.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\nuxt\SKILL.md,
nvenc-nvdec,yes,1,"NVIDIA hardware video encoding/decoding integration. Configure NVENC encoding parameters, set up NVDEC decoding pipelines, handle codec configurations, integrate with CUDA for pre/post processing, and manage video memory surfaces.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\gpu-programming\skills\nvenc-nvdec\SKILL.md,
nvh-analysis,yes,1,"Noise, vibration, and harshness analysis and optimization expertise",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\nvh-analysis\SKILL.md,
NVIDIA Isaac Sim Skill,yes,1,Specialized skill for NVIDIA Isaac Sim photorealistic simulation and synthetic data generation,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\robotics-simulation\skills\isaac-sim\SKILL.md,
nx,yes,1,"Nx workspace configuration, generators, and affected commands.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\nx\SKILL.md,
oauth,yes,1,"OAuth 2.0/OIDC flows, provider integration, and token handling.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\oauth\SKILL.md,
oauth-flow-implementer,yes,1,Implement OAuth 2.0 and OpenID Connect flows for SDKs,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\oauth-flow-implementer\SKILL.md,
Object Detection/Segmentation Skill,yes,1,Deep learning based object detection and segmentation for robotics applications,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\robotics-simulation\skills\object-detection\SKILL.md,
observability,yes,1,"Vercel Observability expert guidance — Drains (logs, traces, speed insights, web analytics), Web Analytics, Speed Insights, runtime logs, custom events, OpenTelemetry integration, and monitoring dashboards. Use when instrumenting, debugging, or optimizing application performance and user experience on Vercel.",C:\Users\Treml\.codex\.tmp\plugins\plugins\vercel\skills\observability\SKILL.md,
observe,yes,7,"Launch the babysitter observer dashboard. Installs and runs the real-time observer UI that watches babysitter runs, displaying task progress, journal events, and orchestration state in your browser.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-pi\skills\observe\SKILL.md,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-omp\skills\observe\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-codex\skills\observe\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-cursor\skills\observe\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-github\skills\observe\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-opencode\skills\observe\SKILL.md; (+1 more)
observe,yes,2,"Launch the babysitter observer dashboard. Installs and runs the real-time observer UI that watches babysitter runs, displaying task progress, journal events, and orchestration state in your browser.",C:\Users\Treml\.codex\skills\observe\SKILL.md,C:\Users\Treml\.codex\plugins\cache\local-plugins\babysitter\5.0.0\skills\observe\SKILL.md
OBT Design Optimizer,yes,1,Designs and optimizes One Big Table (OBT) patterns,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\data-engineering-analytics\skills\obt-design-optimizer\SKILL.md,
occlusion-culling,yes,1,Occlusion culling skill for visibility determination and GPU queries.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\occlusion-culling\SKILL.md,
oclif-scaffolder,yes,1,"Generate oclif CLI framework projects with plugin support, topics, hooks, and TypeScript. Creates enterprise-grade CLI applications with extensibility.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\oclif-scaffolder\SKILL.md,
ode-solver-library,yes,1,Numerical methods for ordinary differential equations,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mathematics\skills\ode-solver-library\SKILL.md,
oee-calculator,yes,1,"Overall Equipment Effectiveness calculation and analysis skill with availability, performance, and quality tracking",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\operations\skills\oee-calculator\SKILL.md,
oee-calculator,yes,1,Overall Equipment Effectiveness calculation skill with loss categorization and improvement analysis.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\oee-calculator\SKILL.md,
Offensive Security Skill,yes,1,Offensive security tools and techniques integration,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-research\skills\offensive-security\SKILL.md,
OKR Planning,yes,1,"Objectives and Key Results planning, tracking, and alignment capabilities",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\product-management\skills\okr-planning\SKILL.md,
okr-management,yes,1,Manage OKRs and goal setting with alignment and tracking capabilities,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\human-resources\skills\okr-management\SKILL.md,
okr-skill,yes,1,"OKR methodology expertise including objective setting, key results definition, quarterly cadences, and alignment cascading",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\business-strategy-advanced\skills\okr-skill\SKILL.md,
omnichannel-fulfillment-allocator,yes,1,Integrated fulfillment allocation skill for unified inventory across channels with intelligent order routing,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\logistics\skills\omnichannel-fulfillment-allocator\SKILL.md,
onboarding-workflow,yes,1,"Automate and manage employee onboarding workflows, checklists, and new hire integration",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\human-resources\skills\onboarding-workflow\SKILL.md,
openai-api-troubleshooting,yes,1,"Use when an OpenAI API request fails and Codex needs to classify the likely cause, explain the next step, and route to the right follow-up. Covers common runtime failures such as blocked outbound network access, invalid credentials, exhausted API quota or credits, rate limits, and model, project, or organization access issues; delegate key provisioning to openai-platform-api-key and current documentation lookups to openai-docs.",C:\Users\Treml\.codex\.tmp\plugins\plugins\openai-developers\skills\openai-api-troubleshooting\SKILL.md,
openai-docs,yes,1,"Use when the user asks how to build with OpenAI products or APIs and needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; prioritize OpenAI docs MCP tools, use bundled references only as helper context, and restrict any fallback browsing to official OpenAI domains.",C:\Users\Treml\.codex\skills\.system\openai-docs\SKILL.md,
openai-docs,yes,1,"Use when the user asks how to build with OpenAI products or APIs and needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; prioritize OpenAI docs MCP tools, use bundled references only as helper context, and restrict any fallback browsing to official OpenAI domains.",C:\Users\Treml\.codex\vendor_imports\skills\skills\.curated\openai-docs\SKILL.md,
openai-platform-api-key,yes,1,"Use for building, running, testing, debugging, or configuring apps, UIs, scripts, CLIs, generators, and tools that use AI, including AI-powered apps, apps that generate output with AI, and user-input-driven AI features. Treat unspecified AI in build requests as OpenAI API usage unless the user names another provider or says not to use OpenAI. First inspect credentials safely, then ask whether to reuse an existing key or create one before API-dependent implementation. Also use for OPENAI_API_KEY or sk-proj setup requests. Never expose plaintext.",C:\Users\Treml\.codex\.tmp\plugins\plugins\openai-developers\skills\openai-platform-api-key\SKILL.md,
openapi,yes,1,"OpenAPI/Swagger specification, code generation, documentation, and validation.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\openapi\SKILL.md,
openapi-codegen-orchestrator,yes,1,"Orchestrate multi-language SDK generation from OpenAPI specifications. Configure OpenAPI Generator per language, apply custom templates and post-processing, handle edge cases and custom extensions, and validate generated code compilation.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\openapi-codegen-orchestrator\SKILL.md,
openapi-generator,yes,1,Generate OpenAPI specifications from code or legacy APIs with schema inference and documentation,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\openapi-generator\SKILL.md,
openapi-generator,yes,1,"Specialized skill for generating and validating OpenAPI 3.0/3.1 specifications. Supports code-first and spec-first approaches, schema inference, validation, and mock server generation.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\software-architecture\skills\openapi-generator\SKILL.md,
openapi-spec-generator,yes,1,"Automated OpenAPI specification generation from code annotations, comments, and interface definitions",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\openapi-spec-generator\SKILL.md,
openapi-swagger,yes,1,"Expert skill for OpenAPI/Swagger specification analysis, validation, and documentation generation. Parse and validate specs, detect breaking changes, generate code samples, and lint for best practices.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\technical-documentation\skills\openapi-swagger\SKILL.md,
openapi-validator,yes,1,"Validate OpenAPI specifications for correctness, security, and best practices",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\software-architecture\skills\openapi-validator\SKILL.md,
opencl-runtime,yes,1,"Cross-vendor OpenCL runtime management and kernel development. Query platforms/devices, generate portable OpenCL C kernel code, handle vendor-specific extensions, manage contexts and command queues, compile and cache programs.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\gpu-programming\skills\opencl-runtime\SKILL.md,
openfermion-hamiltonian,yes,1,Molecular Hamiltonian construction skill using OpenFermion,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\quantum-computing\skills\openfermion-hamiltonian\SKILL.md,
opensim-modeler,yes,1,OpenSim musculoskeletal modeling skill for biomechanical simulation and analysis,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\biomedical-engineering\skills\opensim-modeler\SKILL.md,
opentargets-skill,yes,1,"Submit compact Open Targets Platform GraphQL requests for target, disease, drug, variant, study, and search data, including associated-disease datasource heatmap matrices. Use when a user wants concise Open Targets summaries or per-datasource evidence context",C:\Users\Treml\.codex\.tmp\plugins\plugins\life-science-research\skills\opentargets-skill\SKILL.md,
opentelemetry-integrator,yes,1,Integrate OpenTelemetry tracing and metrics into SDKs,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\opentelemetry-integrator\SKILL.md,
opentelemetry-llm,yes,1,OpenTelemetry instrumentation for LLM applications with distributed tracing,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ai-agents-conversational\skills\opentelemetry-llm\SKILL.md,
openzeppelin,yes,1,"Expert usage of OpenZeppelin Contracts library for secure smart contract development. Covers access control, token standards, governance, upgrades, and security utilities.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cryptography-blockchain\skills\openzeppelin\SKILL.md,
operational-dashboard-generator,yes,1,Real-time operational performance dashboard skill with KPI visualization and alerting,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\operations\skills\operational-dashboard-generator\SKILL.md,
operational-dashboard-generator,yes,1,Operational dashboard generation skill for KPI visualization and real-time monitoring.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\operational-dashboard-generator\SKILL.md,
operational-semantics-builder,yes,1,Define and test operational semantics specifications for programming languages,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\computer-science\skills\operational-semantics-builder\SKILL.md,
opex-program-designer,yes,1,"Operational Excellence program design skill with governance structure, methodology deployment, and capability building",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\operations\skills\opex-program-designer\SKILL.md,
optimization-correctness-verifier,yes,1,Verify correctness of compiler optimizations using formal methods,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\computer-science\skills\optimization-correctness-verifier\SKILL.md,
options-scoring,yes,1,Multi-criteria decision analysis for solution options with weighted scoring and sensitivity analysis,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\business-analysis\skills\options-scoring\SKILL.md,
optuna-hyperparameter-tuner,yes,1,"Optuna integration skill for automated hyperparameter optimization with advanced search strategies, pruning, multi-objective optimization, and visualization capabilities.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\data-science-ml\skills\optuna-hyperparameter-tuner\SKILL.md,
ora-spinner-integration,yes,1,"Integrate ora spinners with consistent styling, promise handling, and status updates for CLI progress feedback.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\ora-spinner-integration\SKILL.md,
oral-history-interview-technique,yes,1,"Conduct life history and testimonial interviews with appropriate prompting, active listening, and trauma-informed approaches",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\humanities\skills\oral-history-interview-technique\SKILL.md,
orbital-debris,yes,1,Skill for orbital debris risk assessment and mitigation planning,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\aerospace-engineering\skills\orbital-debris\SKILL.md,
orchestrated-execution,yes,1,Execute work units through the rigorous 4-phase Metaswarm cycle (Implement -> Validate -> Adversarial Review -> Commit) with independent quality gate enforcement.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\metaswarm\skills\orchestrated-execution\SKILL.md,
osf-workflow-integrator,yes,1,Skill for integrating with Open Science Framework workflows,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\scientific-discovery\skills\osf-workflow-integrator\SKILL.md,
ota-firmware-update,yes,1,"Over-the-air firmware update implementation expertise for embedded systems. Expert skill for delta updates, image signing, update protocols, partition management, and rollback mechanisms.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\embedded-systems\skills\ota-firmware-update\SKILL.md,
ota-update,yes,1,Over-the-air software update system design and implementation,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\ota-update\SKILL.md,
outlook-calendar,yes,1,"Handle Outlook Calendar workflows, including delegated/shared calendar writes. Use when the user asks for schedule understanding, availability checks, meeting scheduling, intelligent rescheduling, meeting prep, reminder updates, RSVP responses, recurring maintenance, travel coordination, deadline planning, or safe create, update, reschedule, respond, attach, delete, or cancel changes with timezone-aware event times and attendee validation.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-calendar\skills\outlook-calendar\SKILL.md,
outlook-calendar-daily-brief,yes,1,"Build polished one-day Outlook Calendar briefs. Use when the user asks for today, tomorrow, or a specific date summary with an agenda, conflict flags, free windows, remaining-meeting readouts, or a calendar brief, and Outlook Calendar is available.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-calendar\skills\outlook-calendar-daily-brief\SKILL.md,
outlook-calendar-free-up-time,yes,1,"Find ways to open up meaningful free time in Outlook Calendar. Use when the user wants to clear part of their schedule, make room for focus time, create a longer uninterrupted block, or see the smallest set of calendar changes that would give time back.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-calendar\skills\outlook-calendar-free-up-time\SKILL.md,
outlook-calendar-group-scheduler,yes,1,"Find and rank good meeting times for several people using Outlook Calendar data. Use when the user wants to schedule a meeting, compare candidate slots across attendees, find the best compromise time, or add a room/resource check after narrowing the attendee-compatible options.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-calendar\skills\outlook-calendar-group-scheduler\SKILL.md,
